Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
930569,"September 10, 2017",Texas,Plano,1712 West Spring Creek Parkway,9,1
930266,"September 10, 2017",Louisiana,New Orleans,2101 N Claiborne Ave,1,3
931139,"September 9, 2017",Alabama,Selma,Kings Bend Road,0,4
928380,"September 6, 2017",Illinois,Chicago,2700 block of Madison,0,4
927277,"September 4, 2017",Illinois,Bellwood,1000 block of Bellwood Ave,0,4
926766,"September 3, 2017",California,Inglewood,10100 block of S Firmona Ave,2,3
925809,"September 2, 2017",Kentucky,Louisville,8008 Watterson Trl,0,4
925436,"September 2, 2017",Illinois,Chicago,8300 block of S Hermitage,1,3
922184,"August 28, 2017",New Mexico,Clovis,701 N Main St,2,4
921733,"August 27, 2017",California,Sacramento,7760 24th St,1,4
921653,"August 27, 2017",Indiana,Evansville,1127 Chestnut St,1,3
921289,"August 25, 2017",Florida,Gainesville,1600 NE 8th Ave,0,4
920513,"August 24, 2017",Missouri,Saint Louis,10400 block of Balmoral Dr,4,0
918204,"August 22, 2017",Illinois,Chicago,300 block of N Central Ave,0,4
917793,"August 21, 2017",New Jersey,Newark,Fabyan Place,0,4
918061,"August 21, 2017",New Jersey,Newark,700 block of S 19th St,1,3
917820,"August 21, 2017",North Carolina,Whitakers,980 Fishing Creek Rd,4,0
917713,"August 21, 2017",Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3
917838,"August 21, 2017",Tennessee,Memphis,262 Decatur St,0,4
916808,"August 20, 2017",New York,Brooklyn,100th St and Ave M,0,4
916848,"August 20, 2017",Illinois,Chicago,11901 S Loomis St,2,5
916551,"August 19, 2017",Ohio,Cleveland,11143 Superior Ave,1,4
914819,"August 16, 2017",New York,Wyandanch,Merritt Ave and 15th St,0,4
913924,"August 14, 2017",California,North Hollywood,Morrison St and Klump Ave,2,2
912805,"August 13, 2017",Pennsylvania,Philadelphia,39th St and Melon St,0,5
912322,"August 13, 2017",California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4
912375,"August 13, 2017",Virginia,Suffolk,8700 block of Quay Rd,0,4
912093,"August 12, 2017",Missouri,Saint Louis,12310 Bellefontaine Rd,1,3
909423,"August 8, 2017",Illinois,Chicago,50 block of E 37th St,1,6
907555,"August 6, 2017",New York,Bronx,Wickham Ave,0,6
907546,"August 6, 2017",New York,Bronx,Unionport Rd,0,4
907857,"August 6, 2017",California,Oakland,1000 block of 106th Avenue,0,7
907247,"August 5, 2017",New Jersey,Lakewood,900 block of Brook Road,0,4
907611,"August 5, 2017",South Carolina,Allendale,300 block of Ellis St,1,3
906568,"August 5, 2017",Florida,Tallahassee,1939 W Tennessee St,1,3
906509,"August 4, 2017",Montana,Lodge Grass,200 block of North Helen Street,3,2
906126,"August 3, 2017",District of Columbia,Washington,3426 18th St NE,1,3
904329,"August 2, 2017",Maryland,Baltimore,900 block of N Broadway,0,4
903853,"August 1, 2017",Illinois,Chicago,800 block of N Monticello Ave,0,4
904106,"August 1, 2017",Washington,Toppenish,8000 Block of Lateral C Rd,0,6
904026,"August 1, 2017",California,Fresno,Mariposa St and A St,0,7
903090,"July 31, 2017",Illinois,Decatur,Jasper St and Main St,0,4
902187,"July 30, 2017",Texas,El Paso,1810 George Dieter Dr,1,3
901549,"July 30, 2017",Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5
901083,"July 29, 2017",New York,Buffalo,200 block of Carl St,1,4
901000,"July 29, 2017",North Carolina,Salisbury,115 W Fisher St,2,3
900963,"July 28, 2017",Delaware,Wilmington,400 block of N Washington St,0,4
900387,"July 27, 2017",Illinois,Chicago,2000 block of E 71st St,1,4
898631,"July 26, 2017",North Carolina,High Point,2111 E. Green Drive,1,6
898448,"July 25, 2017",Florida,Jacksonville,1040 Golfair Boulevard,1,3
896444,"July 23, 2017",Illinois,Chicago,1500 block of East 82nd St,1,3
896889,"July 23, 2017",Louisiana,Baton Rouge,10360 Ave H,0,4
896149,"July 22, 2017",Ohio,Cincinnati,130 E Clifton Ave,0,5
893690,"July 19, 2017",Virginia,Richmond,2300 block of Bethel St,0,5
894504,"July 19, 2017",California,Los Angeles,Imperial Hwy and Broadway,1,3
893726,"July 18, 2017",Wisconsin,Milwaukee,3000 block of N 39th St,0,4
893712,"July 18, 2017",New Jersey,Trenton,Hewitt St and Division St,1,3
893752,"July 18, 2017",Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4
891291,"July 15, 2017",Pennsylvania,Philadelphia,21st and Fitzwater,1,3
891092,"July 15, 2017",Illinois,Chicago,12200 block of S Throop St,0,4
886564,"July 9, 2017",Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7
886002,"July 8, 2017",Illinois,Alton,700 block of Oakwood Ave,0,4
886220,"July 8, 2017",Ohio,Cincinnati,9917 Capstan Dr,1,8
884764,"July 6, 2017",Mississippi,Meridian,Eighth Ave,0,4
883052,"July 5, 2017",Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4
883282,"July 5, 2017",Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2
883058,"July 5, 2017",Maine,Madison,300 block of Russell Rd,4,1
882665,"July 4, 2017",Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4
882321,"July 4, 2017",Virginia,Hampton,500 block of Patterson Ave,1,4
883489,"July 4, 2017",North Carolina,Raleigh,105 E South St,1,3
882422,"July 3, 2017",Alabama,Prattville,112 US 82,3,1
881921,"July 3, 2017",Michigan,Pontiac,50 block of Thorpe St,1,3
881700,"July 2, 2017",New Jersey,Jersey City,Wilkinson Avenue,0,4
880738,"July 2, 2017",South Carolina,Greenwood,SC 72 Bypass,0,4
879953,"July 1, 2017",Arkansas,Little Rock,220 W 6th St,0,25
883656,"July 1, 2017",Illinois,Momence,2727 S 13000 Rd E,0,4
880808,"July 1, 2017",New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2
880813,"July 1, 2017",California,Oakland,3200 Humboldt Ave,0,4
879412,"June 30, 2017",New York,Bronx,1650 Grand Concourse,2,6
877295,"June 27, 2017",Illinois,Chicago,200 block of S Lotus,0,5
876010,"June 25, 2017",District of Columbia,Washington,5900 block of Southern Ave SE,0,4
875886,"June 25, 2017",Missouri,Saint Louis,5000 block of Thekla Ave,1,3
874613,"June 24, 2017",Florida,Fort Lauderdale,2335 NW 16th Ct,1,4
875322,"June 24, 2017",New York,New York (Manhattan),114th St and Manhattan Ave,0,5
876076,"June 24, 2017",New Jersey,Willingboro,Pastoral Lane,0,4
873847,"June 22, 2017",Georgia,Atlanta,1100 block of Osborne Street,1,6
870095,"June 18, 2017",Missouri,Saint Louis,1900 block of N 14th St,3,2
870222,"June 18, 2017",District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4
869877,"June 18, 2017",Illinois,Chicago,3300 block of W Crystal St,0,4
869968,"June 18, 2017",South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7
869838,"June 17, 2017",Illinois,Chicago,50 block of N Latrobe Ave,0,4
869357,"June 17, 2017",Ohio,Columbus,6252 Busch Blvd,1,4
868042,"June 15, 2017",Virginia,Richmond,4053 Old Brook Road,1,3
868363,"June 15, 2017",New Mexico,La Madera,491 NM-111,5,0
866739,"June 14, 2017",Virginia,Alexandria,420 E Monroe Ave,1,5
868147,"June 14, 2017",Ohio,Canton,14th St NE and Gibbs Ave NE,0,4
866933,"June 14, 2017",California,San Francisco,720 San Bruno,4,2
866412,"June 13, 2017",Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4
866448,"June 13, 2017",Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2
869474,"June 13, 2017",Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4
864743,"June 11, 2017",Illinois,Chicago,3300 block of W Douglas Blvd,0,9
864852,"June 11, 2017",Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4
865371,"June 11, 2017",Texas,Houston,505 Cypress Station Dr,0,4
865186,"June 10, 2017",Tennessee,Memphis,571 East Street,0,4
864370,"June 9, 2017",Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5
863075,"June 8, 2017",Louisiana,New Orleans,3650 Franklin Ave,0,6
861307,"June 6, 2017",Utah,Sandy,2232 Alta Canyon Drive,3,2
859875,"June 5, 2017",Florida,Orlando,2427 Forsyth Rd,6,0
858810,"June 3, 2017",Missouri,Saint Louis,1600 Block of Union Blvd,2,2
858719,"June 3, 2017",Louisiana,New Orleans,3717 Tulane Ave,3,2
858877,"June 2, 2017",California,Los Angeles,89th St and Broadway,1,3
858378,"June 2, 2017",Texas,Laredo,5301 McPherson Rd,2,3
857443,"June 1, 2017",Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1
855764,"May 30, 2017",Ohio,Middletown,1200 Elliott Dr,1,3
855113,"May 29, 2017",Kentucky,Louisville,231 Witherspoon St,1,3
853901,"May 28, 2017",Alabama,Phenix City,100 block of 6th Street South,0,12
853796,"May 28, 2017",New Jersey,Paterson,86 Main Street,1,5
853920,"May 28, 2017",Mississippi,Moss Point,6103 Hwy. 63,0,5
853032,"May 27, 2017",New York,New York (Manhattan),318 W 14th St,0,4
853119,"May 27, 2017",District of Columbia,Washington,100 block of Q St NW,1,7
853756,"May 27, 2017",Mississippi,Bogue Chitto,2871 Lee Dr,8,1
852676,"May 26, 2017",Florida,Miami,2730 NW 167th St,0,4
848680,"May 21, 2017",Iowa,Des Moines,4300 Beaver Dr,1,3
849215,"May 21, 2017",Arizona,Mesa,441 N Val Vista Dr,0,4
848292,"May 20, 2017",Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10
845364,"May 16, 2017",South Carolina,Ruffin,21785 Lowcountry Hwy,3,1
843078,"May 14, 2017",Arkansas,Jonesboro,311 S Main St,1,6
843045,"May 14, 2017",Illinois,Dolton,14112 Chicago Road,0,5
843172,"May 14, 2017",Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5
843590,"May 14, 2017",Texas,Fort Worth,8600 block of Calmont Ave,0,4
840339,"May 10, 2017",New Jersey,Trenton,300 block of Centre St,1,3
839846,"May 9, 2017",Kansas,Kansas City,1900 block of S. Boeke,3,1
838272,"May 7, 2017",Illinois,Chicago,2600 block of 46th Pl,2,8
835961,"May 4, 2017",Michigan,Flint,600 block of Copeman Boulevard,1,3
834832,"May 2, 2017",Florida,Jacksonville,1566 West 24th Street,1,3
833152,"May 1, 2017",Texas,Dallas,3200 block of Reynolds Ave,2,3
832679,"April 30, 2017",California,San Diego,9080 Judicial Dr,2,6
832528,"April 30, 2017",Kansas,Topeka,4104 SW 28th,4,1
833128,"April 30, 2017",Florida,Jacksonville,1200 Ken Knight Dr N,0,5
832309,"April 30, 2017",South Carolina,Loris,268 N Sea Green Rd,1,5
835459,"April 29, 2017",California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3
832290,"April 29, 2017",California,Sacramento,3800 block of 26th Avenue,0,5
831800,"April 29, 2017",California,Whittier,10000 block of Carmentia Rd,1,5
831667,"April 29, 2017",Maryland,Germantown,12839 Kitchen House Way,1,3
834788,"April 29, 2017",California,Compton,2000 Block of N Nestor Ave,0,4
832063,"April 29, 2017",Virginia,Virginia Beach,200 block of 18th St,0,4
831201,"April 28, 2017",Pennsylvania,Chester,5 E 21st St,0,4
830984,"April 27, 2017",New Jersey,Newark,1100 block of S Orange Ave,1,3
829073,"April 26, 2017",Florida,Miami,SW 264th St and 139th Ave,0,4
825694,"April 21, 2017",Florida,Palm Bay,2500 block of Vernon Dr,2,2
825111,"April 20, 2017",Kentucky,Louisville,700 block of East Jacob Street,0,4
821667,"April 16, 2017",California,Vallejo,110 Calhoun Street,0,4
821723,"April 16, 2017",North Carolina,Elizabeth City,611 S Martin St,0,4
821371,"April 16, 2017",Ohio,Columbus,1710 Cleveland Av,0,9
821640,"April 15, 2017",Illinois,Rock Falls,311 W  2nd St,0,4
821055,"April 15, 2017",Pennsylvania,Philadelphia,5900 block of Hammond St,0,4
820565,"April 15, 2017",Indiana,Indianapolis,300 block of S Meridian St,0,4
821400,"April 15, 2017",Alabama,Birmingham,1480 Center Point Pkwy,0,6
821651,"April 15, 2017",Illinois,Harvey,14600 block of Myrtle Avenue,0,4
822750,"April 15, 2017",California,Banning,900 block of N Allen St,0,4
818932,"April 13, 2017",Georgia,Atlanta,30 Anderson Ave SW,1,3
815227,"April 9, 2017",Texas,San Antonio,4000 block of Moss Spring Dr,1,3
815246,"April 9, 2017",Indiana,Fort Wayne,9439 Lima Rd,1,3
813877,"April 7, 2017",North Carolina,Hickory,1423 29th Ave Dr NE,3,1
813821,"April 7, 2017",Texas,Houston,3829 Mount Pleasant St,5,0
813943,"April 7, 2017",Minnesota,Saint Paul,1600 block of English St,4,1
814094,"April 7, 2017",Illinois,Chicago,5600 block of W Lake St,1,5
813028,"April 6, 2017",Louisiana,Lake Charles,2000 block of Tulip St,1,3
810756,"April 3, 2017",Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1
811089,"April 3, 2017",Texas,Lubbock,5401 Ave Q,0,7
809978,"April 2, 2017",Illinois,Chicago,3500 block of W Van Buren St,2,4
809683,"April 2, 2017",Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5
809815,"April 1, 2017",California,Pittsburg,100 block of Madoline Street,0,5
809048,"April 1, 2017",Florida,Tampa,219 S Howard Ave,1,4
809499,"April 1, 2017",Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3
807618,"March 30, 2017",Illinois,Chicago,2704 E 75th St,4,0
804115,"March 27, 2017",Florida,Sanford,209 Hays Dr,2,4
803689,"March 26, 2017",Ohio,Cleveland,E 75th St,2,2
803822,"March 26, 2017",Texas,Houston,5619 Aldine Bender Rd,2,4
803054,"March 26, 2017",Ohio,Cincinnati,4601 Kellogg Ave,2,15
802926,"March 25, 2017",Tennessee,Knoxville,Minnesota Ave,1,4
803460,"March 25, 2017",Michigan,Detroit,8443 Grand River Ave,1,3
802837,"March 25, 2017",Ohio,Cleveland,E 79th St and Woodland Ave,2,2
802425,"March 24, 2017",California,Fresno,300 block of South Villa Avenue,1,4
802240,"March 24, 2017",Missouri,Saint Louis,5100 block of Palm St,1,6
800363,"March 22, 2017",Wisconsin,Rothschild,1133 E Grand Ave,5,0
797553,"March 19, 2017",Kentucky,Louisville,1512 Portland Avenue,1,5
797125,"March 18, 2017",Michigan,Detroit,16000 block of Rutherford,3,2
794468,"March 15, 2017",Louisiana,Metairie,2508 Pasadena Ave,3,1
791298,"March 10, 2017",Illinois,Chicago,123 E 51st St,2,2
791274,"March 10, 2017",Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1
789798,"March 7, 2017",Illinois,Chicago,W 76th St and S May St,0,4
789424,"March 5, 2017",Georgia,Columbus,600 block of 32nd Street,0,4
787875,"March 4, 2017",Kansas,Topeka,SE Bellview Ave and SE 23rd St,1,4
787801,"March 4, 2017",California,Sacramento,2500 block of 33rd St,0,4
786876,"March 3, 2017",Pennsylvania,Philadelphia,7165 Germantown Ave,0,4
787435,"March 3, 2017",California,Riverside,8300 block of Trey Ave,0,5
785262,"February 28, 2017",Ohio,Cincinnati,1700 of Casey Dr,0,6
783963,"February 27, 2017",Virginia,Newport News,11810 Fountain Way,0,4
783623,"February 26, 2017",Indiana,Gary,1700 Grant St,1,4
783102,"February 25, 2017",Ohio,Warren,1564 Niles Cortland Rd SE,2,3
783090,"February 25, 2017",Florida,Jacksonville,3604 Moncrief Rd,1,4
780792,"February 22, 2017",New York,Rochester,191 Genesee St,0,4
780036,"February 21, 2017",Ohio,Cleveland,16700 Lorain Ave,0,4
779582,"February 21, 2017",Mississippi,Toomsuba,Butts Road,4,0
778941,"February 20, 2017",Ohio,Cleveland,1082 East 105th Street,0,5
778182,"February 19, 2017",Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3
777876,"February 18, 2017",Pennsylvania,Philadelphia,50 block of N Conestoga St,0,4
777410,"February 18, 2017",Indiana,South Bend,1000 block of Yukon St,1,3
775903,"February 15, 2017",California,Salinas,30 Soledad Street,0,4
775531,"February 15, 2017",Illinois,Chicago,3949 South Albany Avenue,3,2
773002,"February 12, 2017",Missouri,Caruthersville,908 Truman Blvd,1,6
773162,"February 12, 2017",New York,Newburgh,253 South William Street,1,3
773908,"February 12, 2017",Florida,Greenville,Church Ave and Obadiah St,0,5
772753,"February 11, 2017",Illinois,Chicago,100 block of N Mayfield,1,3
772989,"February 11, 2017",Tennessee,Savannah,Clifton Road and Midway Drive,0,4
772067,"February 10, 2017",Louisiana,New Orleans,2nd St and Dryades St,1,5
771826,"February 9, 2017",Mississippi,Jackson,3150 Robinson Road,4,0
769889,"February 8, 2017",Ohio,Cleveland,16379 Euclid Ave,1,4
769511,"February 7, 2017",South Carolina,Columbia,5500 block of Fairfield Road,0,4
769859,"February 7, 2017",Arkansas,Little Rock,25 Par Drive,1,4
768243,"February 6, 2017",Mississippi,Yazoo City,11th Street,4,0
765559,"January 31, 2017",Tennessee,Memphis,1576 S White Station Rd,0,4
765153,"January 31, 2017",District of Columbia,Washington,2900 block of Martin Luther King Jr Ave SE,0,4
764020,"January 30, 2017",Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4
763313,"January 29, 2017",Louisiana,Shreveport,6363 Hearne Ave,1,4
1025158,"January 27, 2017",Washington,Bremerton,Tenino Dr W,4,0
761973,"January 27, 2017",Tennessee,Brownsville,221 Morgan St,0,10
760482,"January 26, 2017",Georgia,Albany,1510 Maryland Drive,2,3
760259,"January 25, 2017",Illinois,Chicago,500 block of E 75th St,0,6
757158,"January 22, 2017",Texas,Manvel,200 block of Oak Shore Dr,3,2
757032,"January 22, 2017",Illinois,Chicago (Englewood),1800 block of W 63rd,0,4
757001,"January 22, 2017",Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1
756801,"January 21, 2017",Georgia,Jonesboro,6510 Tara Blvd,0,6
756526,"January 21, 2017",Florida,Boynton Beach,500 NE 2nd St,0,5
756504,"January 21, 2017",Tennessee,Memphis,500 block of Delta Road,2,2
757955,"January 20, 2017",Mississippi,Como,Smart Road,1,4
756015,"January 20, 2017",California,Fresno,4700 block of E Montecito Ave,0,4
752756,"January 16, 2017",Texas,Houston,8535 Martin Luther King Boulevard,0,4
752222,"January 16, 2017",Florida,Miami,6011 NW 32nd Ave,0,8
752249,"January 15, 2017",Colorado,Capulin,County Road Y,3,1
751367,"January 15, 2017",Mississippi,Magnolia,6000 block of Church Road,1,4
749361,"January 12, 2017",Missouri,Kansas City,8607 E 61st Terrace,3,2
749769,"January 12, 2017",California,Salinas,500 block of Sunrise St,2,2
748152,"January 11, 2017",New Jersey,Newark,Hawkins Street and Christie Street,1,3
748348,"January 11, 2017",Illinois,Chicago,4200 block of S Talman,1,3
745236,"January 7, 2017",Michigan,Flint,2500 block of Churchill Ave,1,3
744799,"January 6, 2017",California,Pasadena,100 block of W Claremont St,2,2
743995,"January 6, 2017",Florida,Fort Lauderdale,100 Terminal Dr,5,6
742542,"January 4, 2017",California,Fontana,14520 Village Dr,3,1
742001,"January 3, 2017",Texas,Allen,500 block of Hawthorne Drive,0,4
743282,"January 1, 2017",Mississippi,Winstonville,114 North Greyer Street,0,5
739451,"January 1, 2017",Texas,Dallas,9220 Skillman Street,1,3
739766,"January 1, 2017",Florida,Miami,8000 block of NW 14th Ave,0,7
2313970,"May 27, 2022",Michigan,Stanwood,,4,1
2313988,"May 27, 2022",Alabama,Anniston,1204 Front St,0,6
2312678,"May 25, 2022",Pennsylvania,Philadelphia,3500 block of Fairmount Ave,0,4
2310278,"May 24, 2022",Texas,Uvalde,715 Old Carrizo Rd,22,17
2309711,"May 23, 2022",South Carolina,North Charleston,7550 Dorchester Rd,0,5
2311123,"May 23, 2022",Ohio,Cleveland,1032 Hartley Rd,0,5
2308096,"May 21, 2022",Indiana,Goshen,1204 Rosemare Ct,2,3
2308395,"May 21, 2022",Washington,Tacoma,S Yakima Ave and South 56th St,0,4
2307631,"May 20, 2022",Florida,Kissimmee,2331 Old Dixie Hwy,1,3
2308017,"May 20, 2022",California,Highland,3606 Highland Ave,1,8
2307813,"May 20, 2022",Louisiana,New Orleans,St. Claude Ave and Forstall St,1,3
2307044,"May 19, 2022",Illinois,Chicago,800 block of N State St,2,7
2306277,"May 18, 2022",Pennsylvania,Philadelphia,1500 block of Bouvier St,0,5
2305208,"May 17, 2022",California,Palo Alto (East Palo Alto),2500 block of Fordham St,1,3
2302847,"May 15, 2022",California,Laguna Woods,24301 El Toro Rd,1,5
2303130,"May 15, 2022",North Carolina,Winston Salem (Winston-salem),2000 block of 25th St,0,7
